,filename,filepath,starttime,endtime,npts,sampling_rate,delta,calib,_format,file_date
0,2020.02.01.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200201/2020.02.01.CN.CNQ..EHZ.SAC,2020-01-31T23:29:59.000000Z,2020-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.01
0,2020.02.01.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200201/2020.02.01.CN.ICQ..HHE.SAC,2020-01-31T23:29:59.000000Z,2020-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.01
0,2020.02.01.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200201/2020.02.01.CN.ICQ..HHN.SAC,2020-01-31T23:29:59.000000Z,2020-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.01
0,2020.02.01.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200201/2020.02.01.CN.ICQ..HHZ.SAC,2020-01-31T23:29:59.000000Z,2020-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.01
0,2020.02.01.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200201/2020.02.01.CN.PMAQ..HHE.SAC,2020-01-31T23:29:59.000000Z,2020-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.01
0,2020.02.01.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200201/2020.02.01.CN.PMAQ..HHN.SAC,2020-01-31T23:29:59.000000Z,2020-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.01
0,2020.02.01.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200201/2020.02.01.CN.PMAQ..HHZ.SAC,2020-01-31T23:29:59.000000Z,2020-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.01
0,2020.02.01.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200201/2020.02.01.CN.SMQ..EHZ.SAC,2020-01-31T23:29:59.000000Z,2020-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.01
0,2020.02.01.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200201/2020.02.01.CN.SNFQ..HHE.SAC,2020-01-31T23:29:59.000000Z,2020-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.01
0,2020.02.01.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200201/2020.02.01.CN.SNFQ..HHN.SAC,2020-01-31T23:29:59.000000Z,2020-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.01
0,2020.02.01.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200201/2020.02.01.CN.SNFQ..HHZ.SAC,2020-01-31T23:29:59.000000Z,2020-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.01
0,2020.02.02.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200202/2020.02.02.CN.CNQ..EHZ.SAC,2020-02-01T23:29:59.000000Z,2020-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.02
0,2020.02.02.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200202/2020.02.02.CN.ICQ..HHE.SAC,2020-02-01T23:29:59.000000Z,2020-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.02
0,2020.02.02.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200202/2020.02.02.CN.ICQ..HHN.SAC,2020-02-01T23:29:59.000000Z,2020-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.02
0,2020.02.02.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200202/2020.02.02.CN.ICQ..HHZ.SAC,2020-02-01T23:29:59.000000Z,2020-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.02
0,2020.02.02.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200202/2020.02.02.CN.PMAQ..HHE.SAC,2020-02-01T23:29:59.000000Z,2020-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.02
0,2020.02.02.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200202/2020.02.02.CN.PMAQ..HHN.SAC,2020-02-01T23:29:59.000000Z,2020-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.02
0,2020.02.02.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200202/2020.02.02.CN.PMAQ..HHZ.SAC,2020-02-01T23:29:59.000000Z,2020-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.02
0,2020.02.02.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200202/2020.02.02.CN.SMQ..EHZ.SAC,2020-02-01T23:29:59.000000Z,2020-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.02
0,2020.02.02.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200202/2020.02.02.CN.SNFQ..HHE.SAC,2020-02-01T23:29:59.000000Z,2020-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.02
0,2020.02.02.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200202/2020.02.02.CN.SNFQ..HHN.SAC,2020-02-01T23:29:59.000000Z,2020-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.02
0,2020.02.02.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200202/2020.02.02.CN.SNFQ..HHZ.SAC,2020-02-01T23:29:59.000000Z,2020-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.02
0,2020.02.03.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200203/2020.02.03.CN.CNQ..EHZ.SAC,2020-02-02T23:36:42.000000Z,2020-02-04T00:30:01.000000Z,8959901,100.0,0.01,1.0,SAC,2020.02.03
0,2020.02.03.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200203/2020.02.03.CN.ICQ..HHE.SAC,2020-02-02T23:29:59.000000Z,2020-02-04T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.03
0,2020.02.03.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200203/2020.02.03.CN.ICQ..HHN.SAC,2020-02-02T23:29:59.000000Z,2020-02-04T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.03
0,2020.02.03.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200203/2020.02.03.CN.ICQ..HHZ.SAC,2020-02-02T23:29:59.000000Z,2020-02-04T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.03
0,2020.02.03.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200203/2020.02.03.CN.PMAQ..HHE.SAC,2020-02-02T23:29:59.000000Z,2020-02-04T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.03
0,2020.02.03.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200203/2020.02.03.CN.PMAQ..HHN.SAC,2020-02-02T23:29:59.000000Z,2020-02-04T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.03
0,2020.02.03.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200203/2020.02.03.CN.PMAQ..HHZ.SAC,2020-02-02T23:29:59.000000Z,2020-02-04T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.03
0,2020.02.03.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200203/2020.02.03.CN.SMQ..EHZ.SAC,2020-02-02T23:29:59.000000Z,2020-02-04T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.03
0,2020.02.03.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200203/2020.02.03.CN.SNFQ..HHE.SAC,2020-02-02T23:29:59.000000Z,2020-02-04T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.03
0,2020.02.03.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200203/2020.02.03.CN.SNFQ..HHN.SAC,2020-02-02T23:29:59.000000Z,2020-02-04T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.03
0,2020.02.03.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200203/2020.02.03.CN.SNFQ..HHZ.SAC,2020-02-02T23:29:59.000000Z,2020-02-04T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.03
0,2020.02.04.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200204/2020.02.04.CN.CNQ..EHZ.SAC,2020-02-03T23:30:30.000000Z,2020-02-05T00:30:01.000000Z,8997101,100.0,0.01,1.0,SAC,2020.02.04
0,2020.02.04.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200204/2020.02.04.CN.ICQ..HHE.SAC,2020-02-03T23:29:59.000000Z,2020-02-05T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.04
0,2020.02.04.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200204/2020.02.04.CN.ICQ..HHN.SAC,2020-02-03T23:29:59.000000Z,2020-02-05T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.04
0,2020.02.04.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200204/2020.02.04.CN.ICQ..HHZ.SAC,2020-02-03T23:29:59.000000Z,2020-02-05T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.04
0,2020.02.04.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200204/2020.02.04.CN.PMAQ..HHE.SAC,2020-02-03T23:29:59.000000Z,2020-02-05T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.04
0,2020.02.04.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200204/2020.02.04.CN.PMAQ..HHN.SAC,2020-02-03T23:29:59.000000Z,2020-02-05T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.04
0,2020.02.04.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200204/2020.02.04.CN.PMAQ..HHZ.SAC,2020-02-03T23:29:59.000000Z,2020-02-05T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.04
0,2020.02.04.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200204/2020.02.04.CN.SMQ..EHZ.SAC,2020-02-03T23:29:59.000000Z,2020-02-05T00:29:59.990000Z,9000100,100.0,0.01,1.0,SAC,2020.02.04
0,2020.02.04.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200204/2020.02.04.CN.SNFQ..HHE.SAC,2020-02-03T23:29:59.000000Z,2020-02-05T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.04
0,2020.02.04.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200204/2020.02.04.CN.SNFQ..HHN.SAC,2020-02-03T23:29:59.000000Z,2020-02-05T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.04
0,2020.02.04.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200204/2020.02.04.CN.SNFQ..HHZ.SAC,2020-02-03T23:29:59.000000Z,2020-02-05T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.04
0,2020.02.05.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200205/2020.02.05.CN.CNQ..EHZ.SAC,2020-02-04T23:29:59.000000Z,2020-02-06T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.05
0,2020.02.05.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200205/2020.02.05.CN.ICQ..HHE.SAC,2020-02-04T23:29:59.000000Z,2020-02-06T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.05
0,2020.02.05.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200205/2020.02.05.CN.ICQ..HHN.SAC,2020-02-04T23:29:59.000000Z,2020-02-06T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.05
0,2020.02.05.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200205/2020.02.05.CN.ICQ..HHZ.SAC,2020-02-04T23:29:59.000000Z,2020-02-06T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.05
0,2020.02.05.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200205/2020.02.05.CN.PMAQ..HHE.SAC,2020-02-04T23:29:59.000000Z,2020-02-06T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.05
0,2020.02.05.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200205/2020.02.05.CN.PMAQ..HHN.SAC,2020-02-04T23:29:59.000000Z,2020-02-06T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.05
0,2020.02.05.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200205/2020.02.05.CN.PMAQ..HHZ.SAC,2020-02-04T23:29:59.000000Z,2020-02-06T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.05
0,2020.02.05.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200205/2020.02.05.CN.SMQ..EHZ.SAC,2020-02-04T23:29:59.000000Z,2020-02-06T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.05
0,2020.02.05.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200205/2020.02.05.CN.SNFQ..HHE.SAC,2020-02-04T23:29:59.000000Z,2020-02-06T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.05
0,2020.02.05.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200205/2020.02.05.CN.SNFQ..HHN.SAC,2020-02-04T23:29:59.000000Z,2020-02-06T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.05
0,2020.02.05.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200205/2020.02.05.CN.SNFQ..HHZ.SAC,2020-02-04T23:29:59.000000Z,2020-02-06T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.05
0,2020.02.06.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200206/2020.02.06.CN.CNQ..EHZ.SAC,2020-02-05T23:29:59.000000Z,2020-02-07T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.06
0,2020.02.06.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200206/2020.02.06.CN.ICQ..HHE.SAC,2020-02-05T23:29:59.000000Z,2020-02-07T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.06
0,2020.02.06.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200206/2020.02.06.CN.ICQ..HHN.SAC,2020-02-05T23:29:59.000000Z,2020-02-07T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.06
0,2020.02.06.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200206/2020.02.06.CN.ICQ..HHZ.SAC,2020-02-05T23:29:59.000000Z,2020-02-07T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.06
0,2020.02.06.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200206/2020.02.06.CN.PMAQ..HHE.SAC,2020-02-05T23:29:59.000000Z,2020-02-07T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.06
0,2020.02.06.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200206/2020.02.06.CN.PMAQ..HHN.SAC,2020-02-05T23:29:59.000000Z,2020-02-07T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.06
0,2020.02.06.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200206/2020.02.06.CN.PMAQ..HHZ.SAC,2020-02-05T23:29:59.000000Z,2020-02-07T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.06
0,2020.02.06.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200206/2020.02.06.CN.SMQ..EHZ.SAC,2020-02-05T23:29:59.000000Z,2020-02-07T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.06
0,2020.02.06.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200206/2020.02.06.CN.SNFQ..HHE.SAC,2020-02-05T23:29:59.000000Z,2020-02-07T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.06
0,2020.02.06.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200206/2020.02.06.CN.SNFQ..HHN.SAC,2020-02-05T23:29:59.000000Z,2020-02-07T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.06
0,2020.02.06.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200206/2020.02.06.CN.SNFQ..HHZ.SAC,2020-02-05T23:29:59.000000Z,2020-02-07T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.06
0,2020.02.07.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200207/2020.02.07.CN.CNQ..EHZ.SAC,2020-02-06T23:29:59.000000Z,2020-02-08T00:29:53.990000Z,8999500,100.0,0.01,1.0,SAC,2020.02.07
0,2020.02.07.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200207/2020.02.07.CN.ICQ..HHE.SAC,2020-02-06T23:29:59.000000Z,2020-02-08T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.07
0,2020.02.07.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200207/2020.02.07.CN.ICQ..HHN.SAC,2020-02-06T23:29:59.000000Z,2020-02-08T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.07
0,2020.02.07.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200207/2020.02.07.CN.ICQ..HHZ.SAC,2020-02-06T23:29:59.000000Z,2020-02-08T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.07
0,2020.02.07.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200207/2020.02.07.CN.PMAQ..HHE.SAC,2020-02-06T23:29:59.000000Z,2020-02-08T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.07
0,2020.02.07.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200207/2020.02.07.CN.PMAQ..HHN.SAC,2020-02-06T23:29:59.000000Z,2020-02-08T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.07
0,2020.02.07.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200207/2020.02.07.CN.PMAQ..HHZ.SAC,2020-02-06T23:29:59.000000Z,2020-02-08T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.07
0,2020.02.07.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200207/2020.02.07.CN.SMQ..EHZ.SAC,2020-02-06T23:29:59.000000Z,2020-02-08T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.07
0,2020.02.07.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200207/2020.02.07.CN.SNFQ..HHE.SAC,2020-02-06T23:29:59.000000Z,2020-02-08T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.07
0,2020.02.07.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200207/2020.02.07.CN.SNFQ..HHN.SAC,2020-02-06T23:29:59.000000Z,2020-02-08T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.07
0,2020.02.07.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200207/2020.02.07.CN.SNFQ..HHZ.SAC,2020-02-06T23:29:59.000000Z,2020-02-08T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.07
0,2020.02.08.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200208/2020.02.08.CN.CNQ..EHZ.SAC,2020-02-07T23:29:59.000000Z,2020-02-09T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.08
0,2020.02.08.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200208/2020.02.08.CN.ICQ..HHE.SAC,2020-02-07T23:29:59.000000Z,2020-02-09T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.08
0,2020.02.08.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200208/2020.02.08.CN.ICQ..HHN.SAC,2020-02-07T23:29:59.000000Z,2020-02-09T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.08
0,2020.02.08.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200208/2020.02.08.CN.ICQ..HHZ.SAC,2020-02-07T23:29:59.000000Z,2020-02-09T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.08
0,2020.02.08.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200208/2020.02.08.CN.PMAQ..HHE.SAC,2020-02-07T23:29:59.000000Z,2020-02-09T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.08
0,2020.02.08.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200208/2020.02.08.CN.PMAQ..HHN.SAC,2020-02-07T23:29:59.000000Z,2020-02-09T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.08
0,2020.02.08.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200208/2020.02.08.CN.PMAQ..HHZ.SAC,2020-02-07T23:29:59.000000Z,2020-02-09T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.08
0,2020.02.08.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200208/2020.02.08.CN.SMQ..EHZ.SAC,2020-02-07T23:30:00.000000Z,2020-02-09T00:30:01.000000Z,9000101,100.0,0.01,1.0,SAC,2020.02.08
0,2020.02.08.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200208/2020.02.08.CN.SNFQ..HHE.SAC,2020-02-07T23:29:59.000000Z,2020-02-09T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.08
0,2020.02.08.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200208/2020.02.08.CN.SNFQ..HHN.SAC,2020-02-07T23:29:59.000000Z,2020-02-09T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.08
0,2020.02.08.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200208/2020.02.08.CN.SNFQ..HHZ.SAC,2020-02-07T23:29:59.000000Z,2020-02-09T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.08
0,2020.02.09.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200209/2020.02.09.CN.CNQ..EHZ.SAC,2020-02-08T23:29:59.000000Z,2020-02-10T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.09
0,2020.02.09.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200209/2020.02.09.CN.ICQ..HHE.SAC,2020-02-08T23:29:59.000000Z,2020-02-10T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.09
0,2020.02.09.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200209/2020.02.09.CN.ICQ..HHN.SAC,2020-02-08T23:29:59.000000Z,2020-02-10T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.09
0,2020.02.09.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200209/2020.02.09.CN.ICQ..HHZ.SAC,2020-02-08T23:29:59.000000Z,2020-02-10T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.09
0,2020.02.09.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200209/2020.02.09.CN.PMAQ..HHE.SAC,2020-02-08T23:29:59.000000Z,2020-02-10T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.09
0,2020.02.09.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200209/2020.02.09.CN.PMAQ..HHN.SAC,2020-02-08T23:29:59.000000Z,2020-02-10T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.09
0,2020.02.09.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200209/2020.02.09.CN.PMAQ..HHZ.SAC,2020-02-08T23:29:59.000000Z,2020-02-10T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.09
0,2020.02.09.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200209/2020.02.09.CN.SMQ..EHZ.SAC,2020-02-08T23:29:59.000000Z,2020-02-10T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.09
0,2020.02.09.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200209/2020.02.09.CN.SNFQ..HHE.SAC,2020-02-08T23:29:59.000000Z,2020-02-10T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.09
0,2020.02.09.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200209/2020.02.09.CN.SNFQ..HHN.SAC,2020-02-08T23:29:59.000000Z,2020-02-10T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.09
0,2020.02.09.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200209/2020.02.09.CN.SNFQ..HHZ.SAC,2020-02-08T23:29:59.000000Z,2020-02-10T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.09
0,2020.02.10.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20200210/2020.02.10.CN.CNQ..EHZ.SAC,2020-02-09T23:29:59.000000Z,2020-02-11T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.10
0,2020.02.10.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20200210/2020.02.10.CN.ICQ..HHE.SAC,2020-02-09T23:29:59.000000Z,2020-02-11T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.10
0,2020.02.10.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20200210/2020.02.10.CN.ICQ..HHN.SAC,2020-02-09T23:29:59.000000Z,2020-02-11T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.10
0,2020.02.10.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20200210/2020.02.10.CN.ICQ..HHZ.SAC,2020-02-09T23:29:59.000000Z,2020-02-11T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2020.02.10
