,filename,starttime,endtime,npts,sampling_rate,min,max,mean
0,/network/projects/aia/whale_call/RAW/20201013/2020.10.13.CN.SMQ..EHZ.SAC,2020-10-13T10:35:34.860000Z,2020-10-13T10:35:39.860000Z,501,100.0,0.0,0.0,0.0
1,/network/projects/aia/whale_call/RAW/20211213/2021.12.13.CN.SMQ..EHZ.SAC,2021-12-13T09:18:03.610000Z,2021-12-13T09:18:08.610000Z,501,100.0,-1295.0,1493.0,0.0
