,filename,starttime,endtime,npts,sampling_rate,min,max,mean
66,/network/projects/aia/whale_call/RAW/20201006/2020.10.06.CN.SMQ..EHZ.SAC,2020-10-06T09:35:49.970000Z,2020-10-06T09:35:54.970000Z,501,100.0,0.0,0.0,0.0
67,/network/projects/aia/whale_call/RAW/20201006/2020.10.06.CN.SMQ..EHZ.SAC,2020-10-06T10:33:54.270000Z,2020-10-06T10:33:59.270000Z,501,100.0,0.0,0.0,0.0
68,/network/projects/aia/whale_call/RAW/20201007/2020.10.07.CN.SMQ..EHZ.SAC,2020-10-07T03:39:52.060000Z,2020-10-07T03:39:57.060000Z,501,100.0,0.0,0.0,0.0
69,/network/projects/aia/whale_call/RAW/20201007/2020.10.07.CN.SMQ..EHZ.SAC,2020-10-07T05:50:58.950000Z,2020-10-07T05:51:03.950000Z,501,100.0,0.0,0.0,0.0
70,/network/projects/aia/whale_call/RAW/20201007/2020.10.07.CN.SMQ..EHZ.SAC,2020-10-07T05:51:08.400000Z,2020-10-07T05:51:13.400000Z,501,100.0,0.0,0.0,0.0
71,/network/projects/aia/whale_call/RAW/20201007/2020.10.07.CN.SMQ..EHZ.SAC,2020-10-07T07:03:40.530000Z,2020-10-07T07:03:45.530000Z,501,100.0,0.0,0.0,0.0
72,/network/projects/aia/whale_call/RAW/20201007/2020.10.07.CN.SMQ..EHZ.SAC,2020-10-07T07:03:54.810000Z,2020-10-07T07:03:59.810000Z,501,100.0,0.0,0.0,0.0
73,/network/projects/aia/whale_call/RAW/20201010/2020.10.10.CN.SMQ..EHZ.SAC,2020-10-10T22:46:13.170000Z,2020-10-10T22:46:18.170000Z,501,100.0,0.0,0.0,0.0
74,/network/projects/aia/whale_call/RAW/20201010/2020.10.10.CN.SMQ..EHZ.SAC,2020-10-10T22:46:33.380000Z,2020-10-10T22:46:38.380000Z,501,100.0,0.0,0.0,0.0
75,/network/projects/aia/whale_call/RAW/20201010/2020.10.10.CN.SMQ..EHZ.SAC,2020-10-10T22:46:51.370000Z,2020-10-10T22:46:56.370000Z,501,100.0,0.0,0.0,0.0
76,/network/projects/aia/whale_call/RAW/20201010/2020.10.10.CN.SMQ..EHZ.SAC,2020-10-10T22:47:03.200000Z,2020-10-10T22:47:08.200000Z,501,100.0,0.0,0.0,0.0
77,/network/projects/aia/whale_call/RAW/20201010/2020.10.10.CN.SMQ..EHZ.SAC,2020-10-10T22:47:13.140000Z,2020-10-10T22:47:18.140000Z,501,100.0,0.0,0.0,0.0
78,/network/projects/aia/whale_call/RAW/20201010/2020.10.10.CN.SMQ..EHZ.SAC,2020-10-10T22:47:23.230000Z,2020-10-10T22:47:28.230000Z,501,100.0,0.0,0.0,0.0
79,/network/projects/aia/whale_call/RAW/20201010/2020.10.10.CN.SMQ..EHZ.SAC,2020-10-10T22:47:35.520000Z,2020-10-10T22:47:40.520000Z,501,100.0,0.0,0.0,0.0
80,/network/projects/aia/whale_call/RAW/20201010/2020.10.10.CN.SMQ..EHZ.SAC,2020-10-10T22:47:53.240000Z,2020-10-10T22:47:58.240000Z,501,100.0,0.0,0.0,0.0
81,/network/projects/aia/whale_call/RAW/20201011/2020.10.11.CN.SMQ..EHZ.SAC,2020-10-11T01:01:14.130000Z,2020-10-11T01:01:19.130000Z,501,100.0,0.0,0.0,0.0
82,/network/projects/aia/whale_call/RAW/20201011/2020.10.11.CN.SMQ..EHZ.SAC,2020-10-11T01:01:32.000000Z,2020-10-11T01:01:37.000000Z,501,100.0,0.0,0.0,0.0
83,/network/projects/aia/whale_call/RAW/20201011/2020.10.11.CN.SMQ..EHZ.SAC,2020-10-11T01:01:40.230000Z,2020-10-11T01:01:45.230000Z,501,100.0,0.0,0.0,0.0
84,/network/projects/aia/whale_call/RAW/20201011/2020.10.11.CN.SMQ..EHZ.SAC,2020-10-11T23:52:30.700000Z,2020-10-11T23:52:35.700000Z,501,100.0,0.0,0.0,0.0
85,/network/projects/aia/whale_call/RAW/20201011/2020.10.11.CN.SMQ..EHZ.SAC,2020-10-11T23:52:48.950000Z,2020-10-11T23:52:53.950000Z,501,100.0,0.0,0.0,0.0
